strategy,family,symbol,asset_class,kind,cadence,score,label,broken,sharpe_annual,best_sharpe_annual,search_premium,n_trials,bars,years,first_date,last_date,fingerprint,shipped_json,best_params_json,seed
bollinger-reversion,reversion,DOGE-USD,crypto,alt,daily-matched,0.6697950238066867,NO EDGE FOUND,0,-0.6000916768470959,0.13654971364858462,0.7366413904956804,16,1668,4.5698630136986305,2022-01-03,2026-07-28,5b6d29d19cc4b579,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 30}",2245596551
bollinger-reversion,reversion,DOGE-USD,crypto,alt,hourly,0.3941784505711779,NO EDGE FOUND,0,-0.8998086469468838,0.30051257024298805,1.2003212171898718,16,40000,4.566210045662101,2022-01-02,2026-07-28,5236832de028ece9,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 50}",3958233724
bollinger-reversion,reversion,DOT-USD,crypto,alt,daily,0.5906501276641369,NO EDGE FOUND,0,-0.5179186799853843,0.411845900156719,0.9297645801421033,16,1869,5.120547945205479,2021-06-16,2026-07-28,b66f5ecb9838a613,"{""k"": 2.0, ""n"": 20}","{""k"": 2.5, ""n"": 10}",114097989
bollinger-reversion,reversion,DOT-USD,crypto,alt,daily-matched,0.5572508416356875,NO EDGE FOUND,0,-0.3637254644023656,0.4359528617252162,0.7996783261275817,16,1668,4.5698630136986305,2022-01-03,2026-07-28,9b4641dc4c8fa067,"{""k"": 2.0, ""n"": 20}","{""k"": 2.5, ""n"": 10}",4071665805
bollinger-reversion,reversion,DOT-USD,crypto,alt,hourly,0.3140315951712728,NO EDGE FOUND,0,-0.6083824897989096,0.15029810959259268,0.7586805993915023,16,40000,4.566210045662101,2022-01-02,2026-07-28,d675801828c208fa,"{""k"": 2.0, ""n"": 20}","{""k"": 2.5, ""n"": 30}",28369700
bollinger-reversion,reversion,EEM,equity,index,daily,47.433643873065996,UNPROVEN,0,0.015541691406926518,0.4024229081562381,0.3868812167493116,16,5858,23.246031746031747,2003-04-14,2026-07-27,c8ebdb1ae87027e1,"{""k"": 2.0, ""n"": 20}","{""k"": 1.5, ""n"": 10}",1538270171
bollinger-reversion,reversion,EFA,equity,index,daily,12.811080379931521,NO EDGE FOUND,0,0.12513801954865597,0.23663473315205816,0.11149671360340219,16,6000,23.80952380952381,2002-09-18,2026-07-27,a472ac6fb00ff055,"{""k"": 2.0, ""n"": 20}","{""k"": 2.5, ""n"": 20}",3557487441
bollinger-reversion,reversion,ETH-USD,crypto,major,daily,0.5281221011478161,NO EDGE FOUND,0,-0.5296483466723471,0.0,0.5296483466723471,16,3000,8.219178082191782,2018-05-12,2026-07-28,0b36fa00fd099bc2,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 10}",3620211570
bollinger-reversion,reversion,ETH-USD,crypto,major,daily-matched,0.6016271974754039,NO EDGE FOUND,0,-0.3629510647351841,0.0,0.3629510647351841,16,1668,4.5698630136986305,2022-01-03,2026-07-28,68d32867ea45185c,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 10}",30374078
bollinger-reversion,reversion,ETH-USD,crypto,major,hourly,0.4278387188741247,NO EDGE FOUND,0,-1.5460531467477658,0.0,1.5460531467477658,16,40000,4.566210045662101,2022-01-02,2026-07-28,3c05b7f9c28f9b7d,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 10}",15646657
bollinger-reversion,reversion,F,equity,single-name,daily,0.42711087141322107,NO EDGE FOUND,0,-0.35260120405956724,0.08380675243421949,0.4364079564937867,16,6000,23.80952380952381,2002-09-19,2026-07-27,d2c0f0b96a18dd23,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 30}",3711487791
bollinger-reversion,reversion,GE,equity,single-name,daily,0.3746486769673264,NO EDGE FOUND,0,-0.4196420634988052,0.09162362477019252,0.5112656882689977,16,6000,23.80952380952381,2002-09-19,2026-07-27,4ad8226fee193138,"{""k"": 2.0, ""n"": 20}","{""k"": 3.0, ""n"": 30}",4285024224
bollinger-reversion,reversion,GLD,equity,commodity,daily,0.7178122059208042,NO EDGE FOUND,0,-0.14391465707708267,0.039088748012681696,0.18300340508976437,16,5454,21.642857142857142,2004-11-18,2026-07-27,af69683b4c620ffa,"{""k"": 2.0, ""n"": 20}","{""k"": 2.5, ""n"": 10}",3014735139
bollinger-reversion,reversion,INTC,equity,single-name,daily,4.037626312205168,NO EDGE FOUND,0,0.11986443252813683,0.1881131505244779,0.06824871799634108,16,6000,23.80952380952381,2002-09-19,2026-07-27,33152b0096f0d5d7,"{""k"": 2.0, ""n"": 20}","{""k"": 2.0, ""n"": 30}",2476461997
